CodigoDoPrograma,NomeDoPrograma,SiglaIes,IesCd,Local,MunicipioCd,AreaDeAvaliacao,Modalidade,Nivel,DataInicioMestrado,DataInicioDoutorado,Nota1998,Nota2001,Nota2004,Nota2007,Nota2010,Nota2013,Recomend,Nota2017,NotaCtc,NotaReconsideracao,NotaFinal,DoutoradoDescredenciado,Reconsideracao,Acompanhento,IesNome,IesSigla,IesSiglaAgrupada,NaturezaJuridica,NaturezaJuridicaMec,Comunitaria,Filantropica,Confessional,MunicipioCdCompleto,Pais,Regiao,UfCd,UfNome,Uf,Mesorregiao,Microrregiao,Municipio,CodRgi,RegiaoGeograficaImediata,CodRgint,RegiaoGeograficaIntermediaria,IndiceDeGini2010,PercDosOcupadosComSuperiorCompleto18AnosOuMais2010,PopulacaoTotal2010,PopulacaoRural2010,PopulacaoUrbana2010,Idhm2010,IdhmRenda2010,IdhmLongevidade2010,IdhmEducacao2010,SubindiceDeEscolaridadeIdhmEducacao2010,PercDe25AnosOuMaisComSuperiorCompleto2010,ExpectativaDeAnosDeEstudo2010,TaxaDeFrequenciaBrutaAoSuperior2010,TaxaDeFrequenciaLiquidaAoSuperior2010,RendaPerCapita2010,PopulacaoRgi,PopulacaoRgInt,GrandeArea,Colegio,ViceCoordenador,ExperienciaCoordenador,SelecaoCoordenador,MinimoDocentesDO,MinimoDocentesME,MinimoDocentesMP,MediaIDEB,NaturezaJuridicaDetalhada,Descontinuidade,Involucao,Estagnacao,Risco,EstagnadoTipo,NotaAnterior,VariacaoNota,PPGsPorMunicipio,PPGsPorRGI,PPGsPorRGInt,PPGsPorUF,PercRiscoPorUf,PercRiscoPorMunicipio,PercRiscoPorRegiao,PercRiscoPorRGI,PercRiscoPorRGInt,PPGsPorIES,MediaPonderadaNotas,ProporcaoNotas567,IdadePPG,PropPosGraduadosMun,PropPosGraduadosRGI,PropPosGraduadosRGInt,PropSuperiorMun,PropSuperiorRGI,PropSuperiorRGInt,DensidadePPGMun,6,DensidadePPGRGI,DensidadePPGRGInt,Permanentes,PropSenior,PropJunior,PropSeniorJunior,PermanentesPorMinimo
52001016105P3,BIOCIÊNCIA ANIMAL,UFG,52001016,Jataí (GO),5211909,MEDICINA VETERINÁRIA,ACADÊMICO,Mestrado,2016-04-04,,,,,,,,4,4,4,,4,,Não,sim,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Sul Goiano,Sudoeste de Goiás,Jataí,520011,Jataí-Mineiros,5203,Rio Verde,0.55,0.1197,88006,6996,81010,0.76,0.77,0.86,0.66,0.54,0.1067,9.65,0.4113,0.2093,987.04,197588,567316,Ciências Agrárias,Ciências da Vida,SIM,9,INDICACAO DOS PARES,10,10,10,5.42,Pública Federal,0,0,0,0,"",4,0,5,5,10,102,0.20588235294117646,0.2,0.2,0.2,0.1,66,3.85,0.18181818181818182,0,0.0159284021623318,0.016087273308229483,0.015710304804350574,0.1717913634913939,0.14623468872148843,0.13699892828295582,33,6,17,13,13,0,0.15384615384615385,0.15384615384615385,1.3
52012018003P4,Produção Vegetal,UEG,52012018,Ipameri (GO),5210109,CIÊNCIAS AGRÁRIAS I,ACADÊMICO,Mestrado,2012-01-01,,,,,,,3,,3,4,,4,,Não,não,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,UEG,Pública Estadual,Pública Estadual,,,,5201108,Brasil,Centro-Oeste,52,Goiás,GO,Sul Goiano,Catalão,Ipameri,520004,Catalão,5201,Goiânia,0.49,0.0899,24735,3399,21336,0.7,0.71,0.82,0.59,0.45,0.0751,9.76,0.3029,0.146,666.96,139095,3144345,Ciências Agrárias,Ciências da Vida,SIM,8,INDICACAO DOS PARES,12,10,10,5.62,Pública Estadual,0,0,0,0,"",3,1,1,7,88,102,0.20588235294117646,0,0.2,0.14285714285714285,0.22727272727272727,10,3.5,0,4,0.012662443814220775,0.015331009666906618,0.020037936887204028,0.1133753919441829,0.1630371182907455,0.17112383754528832,36,6,31,16,14,0.07142857142857142,0.21428571428571427,0.2857142857142857,1.4
52001016068P0,Administração,UFG,52001016,Goiânia (GO),5208707,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",ACADÊMICO,Mestrado,2014-02-14,,,,,,,,3,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Sociais Aplicadas,Humanidades,,,,8,8,8,5.6,Pública Federal,0,0,0,0,"",3,1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,2,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,16,0.125,0.375,0.5,2
52001016104P7,CIÊNCIAS CONTÁBEIS,UFG,52001016,Goiânia (GO),5208707,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",ACADÊMICO,Mestrado,2016-03-01,,,,,,,,3,3,3,,3,,Não,sim,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Sociais Aplicadas,Humanidades,,,,8,8,8,5.6,Pública Federal,0,0,0,0,"",3,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,0,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,10,0,1,1,1.25
52016013002P3,Administração,UNIALFA,52016013,Goiânia (GO),5208707,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",PROFISSIONAL,Mestrado Profissional,2012-08-01,,,,,,,3,,3,3,,3,,Não,não,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,UNIALFA,Particular,Privada com fins lucrativos,,,,5208707,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Sociais Aplicadas,Humanidades,NAO,78,DESIGNACAO,8,8,8,5.6,Privada com fins lucrativos,0,0,0,0,"",3,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,2,3,0,4,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,10,0.1,0.2,0.3,1.25
52001016043P8,ANTROPOLOGIA SOCIAL,UFG,52001016,Goiânia (GO),5208707,ANTROPOLOGIA / ARQUEOLOGIA,ACADÊMICO,Mestrado/Doutorado,2009-01-01,2015-03-02,,,,,3,4,,5,4,4,4,,Sim,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Humanas,Humanidades,SIM,22,INDICACAO DOS PARES,8,7,7,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,7,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,15,0,0.3333333333333333,0.3333333333333333,1.88
52001016065P1,PROJETO E CIDADE,UFG,52001016,Goiânia (GO),5208707,"ARQUITETURA, URBANISMO E DESIGN",ACADÊMICO,Mestrado,2013-01-01,,,,,,,,3,3,3,,3,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Sociais Aplicadas,Humanidades,SIM,17,INDICACAO DOS PARES,10,10,10,5.6,Pública Federal,0,0,0,0,"",3,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,3,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,11,0.09090909090909091,0.2727272727272727,0.36363636363636365,1.1
52001016013P1,MÚSICA,UFG,52001016,Goiânia (GO),5208707,ARTES,ACADÊMICO,Mestrado,1995-01-01,,4,3,4,3,3,3,,2,2,2,2,,Sim,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,"Linguística, Letras e Artes",Humanidades,SIM,39,ELEICAO,10,8,10,5.6,Pública Federal,1,0,0,1,"",3,-1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,21,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,14,0,0.14285714285714285,0.14285714285714285,1.75
52001016024P3,ARTE E CULTURA VISUAL,UFG,52001016,Goiânia (GO),5208707,ARTES,ACADÊMICO,Mestrado/Doutorado,2003-01-01,2011-01-01,,,3,4,4,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,"Linguística, Letras e Artes",Humanidades,SIM,30,ELEICAO,10,8,10,5.6,Pública Federal,0,0,1,1,4x4,4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,13,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,11,0.18181818181818182,0,0.18181818181818182,1.1
52001016009P4,FÍSICA,UFG,52001016,Goiânia (GO),5208707,ASTRONOMIA / FÍSICA,ACADÊMICO,Mestrado/Doutorado,1992-01-01,2008-01-01,3,3,3,4,4,4,,5,5,,5,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Exatas e da Terra,"Ciências Exatas, Tecnológicas e Multidisciplinar",SIM,41,ELEICAO,10,8,8,5.6,Pública Federal,0,0,0,0,"",4,1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,24,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,25,0.04,0.04,0.08,2.5
52001016026P6,ECOLOGIA E EVOLUÇÃO,UFG,52001016,Goiânia (GO),5208707,BIODIVERSIDADE,ACADÊMICO,Mestrado/Doutorado,2004-01-01,2007-01-01,,,,4,5,6,,7,7,,7,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,SIM,3,ELEICAO,12,10,8,5.6,Pública Federal,0,0,0,0,"",6,1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,12,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,21,0.047619047619047616,0.14285714285714285,0.19047619047619047,1.75
52001016054P0,Biodiversidade Vegetal,UFG,52001016,Goiânia (GO),5208707,BIODIVERSIDADE,ACADÊMICO,Mestrado,2011-01-01,,,,,,,3,,2,2,2,2,,Sim,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,,,,12,10,8,5.6,Pública Federal,1,0,0,1,"",3,-1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,5,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,12,0.16666666666666666,0,0.16666666666666666,1.2
52001016070P5,Biodiversidade Animal,UFG,52001016,Goiânia (GO),5208707,BIODIVERSIDADE,ACADÊMICO,Mestrado,2014-02-14,,,,,,,,4,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,SIM,7,ELEICAO,12,10,8,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,2,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,24,0,0.3333333333333333,0.3333333333333333,2.4
52001016027P2,CIÊNCIA DA COMPUTAÇÃO,UFG,52001016,Goiânia (GO),5208707,CIÊNCIA DA COMPUTAÇÃO,ACADÊMICO,Mestrado,2004-01-01,,,,,3,3,4,,4,3,4,4,,Sim,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Exatas e da Terra,"Ciências Exatas, Tecnológicas e Multidisciplinar",SIM,28,ELEICAO,12,10,10,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,12,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,32,0,0.21875,0.21875,3.2
52001016029P5,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,UFG,52001016,Goiânia (GO),5208707,CIÊNCIA DE ALIMENTOS,ACADÊMICO,Mestrado/Doutorado,2005-01-01,2016-06-01,,,,3,3,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Agrárias,Ciências da Vida,,,,10,10,10,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,11,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,15,0,0.13333333333333333,0.13333333333333333,1.5
52010015103P6,PÓS GRADUAÇÃO EM TECNOLOGIA DE ALIMENTOS,IFGoiano,52010015,Goiânia (GO),5208707,CIÊNCIA DE ALIMENTOS,PROFISSIONAL,Mestrado Profissional,2015-05-25,,,,,,,,3,3,3,,3,,Não,sim,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IFGoiano,IFGoiano,Pública Federal,Pública Federal,,,,5205406,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Agrárias,Ciências da Vida,,,,10,10,10,5.6,Pública Federal,0,0,0,0,"",3,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,9,3.33,0.1111111111111111,1,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,13,0,0.5384615384615384,0.5384615384615384,1.3
52001016055P6,Ciência Política,UFG,52001016,Goiânia (GO),5208707,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,ACADÊMICO,Mestrado,2012-01-01,,,,,,,4,,3,3,,3,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Humanas,Humanidades,,,,10,7,7,5.6,Pública Federal,0,1,0,1,"",4,-1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,4,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,15,0,0.4,0.4,2.14
52001016006P5,AGRONOMIA,UFG,52001016,Goiânia (GO),5208707,CIÊNCIAS AGRÁRIAS I,ACADÊMICO,Mestrado/Doutorado,1985-01-01,1993-01-01,3,4,4,4,4,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Agrárias,Ciências da Vida,,,,12,10,10,5.6,Pública Federal,0,0,1,1,4x4,4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,31,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,33,0.030303030303030304,0.030303030303030304,0.06060606060606061,2.75
52001016047P3,Genética e Melhoramento de Plantas,UFG,52001016,Goiânia (GO),5208707,CIÊNCIAS AGRÁRIAS I,ACADÊMICO,Mestrado/Doutorado,2010-01-01,2010-01-01,,,,,,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Agrárias,Ciências da Vida,,,,12,10,10,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,6,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,16,0,0,0,1.33
52010015102P0,PROTEÇÃO DE PLANTAS,IFGoiano,52010015,Goiânia (GO),5208707,CIÊNCIAS AGRÁRIAS I,PROFISSIONAL,Mestrado Profissional,2015-03-13,,,,,,,,3,3,3,,3,,Não,sim,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IFGoiano,IFGoiano,Pública Federal,Pública Federal,,,,5205406,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Agrárias,Ciências da Vida,SIM,20,ELEICAO,12,10,10,5.6,Pública Federal,0,0,0,0,"",3,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,9,3.33,0.1111111111111111,1,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,13,0,0.7692307692307693,0.7692307692307693,1.3
52001016022P0,CIÊNCIAS AMBIENTAIS,UFG,52001016,Goiânia (GO),5208707,CIÊNCIAS AMBIENTAIS,ACADÊMICO,Mestrado/Doutorado,2013-01-01,2002-01-01,,,4,5,5,5,,6,6,,6,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Multidisciplinar,"Ciências Exatas, Tecnológicas e Multidisciplinar",,,,12,12,12,5.6,Pública Federal,0,0,0,0,"",5,1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,14,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,17,0.058823529411764705,0.058823529411764705,0.11764705882352941,1.42
52001016056P2,Genética e Biologia Molecular,UFG,52001016,Goiânia (GO),5208707,CIÊNCIAS BIOLÓGICAS I,ACADÊMICO,Mestrado/Doutorado,2012-01-01,2012-01-01,,,,,,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,,,,10,10,10,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,4,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,14,0,0.07142857142857142,0.07142857142857142,1.4
52002012008P4,GENÉTICA,PUC-GOIÁS,52002012,Goiânia (GO),5208707,CIÊNCIAS BIOLÓGICAS I,ACADÊMICO,Mestrado,2006-01-01,,,,,3,3,3,,2,3,,3,,Não,não,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC-GOIÁS,PUC-GOIÁS,Particular,Privada sem fins lucrativos,SIM,SIM,SIM,5208707,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,SIM,218,INDICACAO DOS PARES,10,10,10,5.6,Confessional,0,0,1,1,3x3,3,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,11,3.55,0.18181818181818182,10,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,11,0,0.2727272727272727,0.2727272727272727,1.1
52001016005P9,CIÊNCIAS BIOLÓGICAS,UFG,52001016,Goiânia (GO),5208707,CIÊNCIAS BIOLÓGICAS II,ACADÊMICO,Mestrado/Doutorado,1980-01-01,2004-01-01,3,4,4,3,3,4,,4,4,5,5,,Sim,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,,,,10,10,10,5.6,Pública Federal,0,0,0,0,"",4,1,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,36,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,18,0.05555555555555555,0.05555555555555555,0.1111111111111111,1.8
52001016053P3,BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO,UFG,52001016,Goiânia (GO),5208707,CIÊNCIAS BIOLÓGICAS III,ACADÊMICO,Mestrado/Doutorado,2011-01-01,2016-05-20,,,,,,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UFG,Pública Federal,Pública Federal,,,,5205109,Brasil,Centro-Oeste,52,Goiás,GO,Centro Goiano,Goiânia,Goiânia,520001,Goiânia,5201,Goiânia,0.58,0.2121,1302001,4925,1297076,0.8,0.82,0.84,0.74,0.71,0.2067,10.08,0.5334,0.2794,1348.55,2117859,3144345,Ciências Biológicas,Ciências da Vida,SIM,15,ELEICAO,12,12,10,5.6,Pública Federal,0,0,0,0,"",4,0,72,72,88,102,0.20588235294117646,0.25,0.2,0.25,0.22727272727272727,66,3.85,0.18181818181818182,5,0.031808886823470876,0.02315467579568647,0.020037936887204028,0.24092693581821892,0.18790014340241826,0.17112383754528832,23,6,18,16,22,0.045454545454545456,0,0.045454545454545456,1.83
